Cod;Modalidade;Quitação;Verba;Consignatário;Matrícula;Período;Prazo;Valor;Renegociado;Controlado em Folha
132287;Empréstimo Consignado (Especial);03/04/2024;404;Banco do Brasil;6891;Abril de 2024;44;1114,29;Não;Não
131768;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;69982;Fevereiro de 2022;0;356,23;Não;Não
132993;Empréstimo Consignado (120);02/01/2025;424;Banco Bradesco;69982;Janeiro de 2025;42;356,23;Não;Não
131776;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;48041;Fevereiro de 2022;0;348,25;Não;Não
131186;Plano Odontológico;09/05/2022;999;Dental Med Center;48041;Maio de 2022;0;282,7;Não;Sim
134182;Plano Odontológico;03/06/2022;999;Dental Med Center;48041;Junho de 2022;0;282,7;Não;Sim
135122;Plano Odontológico;07/07/2022;999;Dental Med Center;48041;Julho de 2022;0;282,7;Não;Sim
132994;Empréstimo Consignado (120);01/06/2023;424;Banco Bradesco;48041;Junho de 2023;24;348,25;Não;Não
131725;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;177521;Fevereiro de 2022;0;559,86;Não;Não
135371;Empréstimo Consignado (120);04/10/2022;424;Banco Bradesco;177521;Outubro de 2022;120;302,04;Não;Não
131697;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8031;Fevereiro de 2022;0;252,3;Não;Não
131344;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8031;Fevereiro de 2022;0;361,44;Não;Não
131277;Mensalidade;09/05/2022;991;Sindicato dos Agentes de Saúde do RN;8031;Maio de 2022;0;20,15;Não;Sim
133315;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;8031;Junho de 2022;0;252,3;Não;Não
134094;Mensalidade;03/06/2022;991;Sindicato dos Agentes de Saúde do RN;8031;Junho de 2022;0;20,15;Não;Sim
134287;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;8031;Junho de 2022;60;252,3;Não;Não
135026;Mensalidade;07/07/2022;991;Sindicato dos Agentes de Saúde do RN;8031;Julho de 2022;0;20,15;Não;Sim
135729;Empréstimo Consignado (120);05/10/2023;424;Banco Bradesco;8031;Outubro de 2023;36;249,06;Não;Não
135636;Empréstimo Consignado (120);31/10/2024;424;Banco Bradesco;8031;Novembro de 2024;12;264,57;Não;Não
131756;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;80952;Fevereiro de 2022;0;300,38;Não;Não
132997;Empréstimo Consignado (120);05/04/2022;424;Banco Bradesco;80952;Abril de 2022;10;300,38;Não;Não
131730;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;159201;Fevereiro de 2022;0;795,14;Não;Não
132998;Empréstimo Consignado (120);07/07/2022;424;Banco Bradesco;159201;Julho de 2022;9;795,14;Não;Não
131746;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;98812;Fevereiro de 2022;0;450;Não;Não
132999;Empréstimo Consignado (120);02/01/2023;424;Banco Bradesco;98812;Janeiro de 2023;40;450;Não;Não
131842;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;11851;Fevereiro de 2022;0;913,93;Não;Não
131841;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;11851;Fevereiro de 2022;0;474,81;Não;Não
131945;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11851;Maio de 2022;0;24,35;Não;Sim
133980;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11851;Junho de 2022;0;32,45;Não;Sim
135090;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11851;Julho de 2022;0;32,45;Não;Sim
133000;Empréstimo Consignado (120);10/01/2025;424;Banco Bradesco;11851;Janeiro de 2025;72;474,81;Sim;Não
133374;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193051;Maio de 2022;0;30,28;Não;Sim
133996;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193051;Junho de 2022;0;30,28;Não;Sim
135163;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193051;Julho de 2022;0;30,28;Não;Sim
133370;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;188991;Maio de 2022;0;30,28;Não;Sim
133992;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;188991;Junho de 2022;0;30,28;Não;Sim
135159;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;188991;Julho de 2022;0;30,28;Não;Sim
135711;Empréstimo Consignado (120);01/08/2024;424;Banco Bradesco;222331;Agosto de 2024;10;117,08;Não;Não
136050;Empréstimo Consignado (120);04/02/2025;424;Banco Bradesco;222331;Fevereiro de 2025;5;110,86;Não;Não
133375;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193131;Maio de 2022;0;30,28;Não;Sim
133997;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193131;Junho de 2022;0;30,28;Não;Sim
135164;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;193131;Julho de 2022;0;30,28;Não;Sim
131196;Plano Odontológico;09/05/2022;999;Dental Med Center;30181;Maio de 2022;0;60;Não;Sim
134171;Plano Odontológico;03/06/2022;999;Dental Med Center;30181;Junho de 2022;0;60;Não;Sim
135111;Plano Odontológico;07/07/2022;999;Dental Med Center;30181;Julho de 2022;0;60;Não;Sim
131848;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;11801;Fevereiro de 2022;0;190,74;Não;Não
131849;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;11801;Fevereiro de 2022;0;1280,68;Não;Não
131950;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11801;Maio de 2022;0;33,83;Não;Sim
133001;Empréstimo Consignado (120);12/05/2022;424;Banco Bradesco;11801;Junho de 2022;96;1280,68;Sim;Não
133187;Empréstimo Consignado (120);12/05/2022;424;Banco Bradesco;11801;Junho de 2022;96;190,74;Sim;Não
133975;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11801;Junho de 2022;0;50,7;Não;Sim
135084;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;11801;Julho de 2022;0;50,7;Não;Sim
134225;Empréstimo Consignado (120);16/06/2023;424;Banco Bradesco;11801;Julho de 2023;120;1679,34;Sim;Não
135621;Empréstimo Consignado (120);18/03/2024;424;Banco Bradesco;11801;Abril de 2024;120;1684,76;Sim;Não
135873;Empréstimo Consignado (120);12/02/2025;424;Banco Bradesco;11801;Março de 2025;120;1686,03;Sim;Não
135838;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;11801;Abril de 2025;120;53,32;Sim;Não
135920;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;11801;Abril de 2025;120;144,23;Sim;Não
135403;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;11801;Abril de 2025;120;30,23;Sim;Não
131682;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;9111;Fevereiro de 2022;0;257,65;Não;Não
131681;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;9111;Fevereiro de 2022;0;445,36;Não;Não
132340;Empréstimo Consignado (Especial);09/08/2022;404;Banco do Brasil;9111;Agosto de 2022;72;642,36;Sim;Não
132333;Empréstimo Consignado (Especial);09/08/2022;404;Banco do Brasil;9111;Agosto de 2022;48;445,36;Sim;Não
132334;Empréstimo Consignado (Especial);28/07/2023;404;Banco do Brasil;9111;Agosto de 2023;24;257,65;Não;Não
131880;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5551;Fevereiro de 2022;0;826,71;Não;Não
131882;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5551;Fevereiro de 2022;0;365,5;Não;Não
131881;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5551;Fevereiro de 2022;0;360,83;Não;Não
132343;Empréstimo Consignado (Especial);18/04/2022;404;Banco do Brasil;5551;Maio de 2022;36;707,33;Não;Não
132032;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5551;Maio de 2022;0;42,8;Não;Sim
135183;Empréstimo Consignado (Especial);07/07/2022;404;Banco do Brasil;5551;Julho de 2022;36;707,33;Não;Não
135559;Empréstimo Consignado (Especial);01/06/2023;404;Banco do Brasil;5551;Junho de 2023;36;707,33;Não;Não
132332;Empréstimo Consignado (Especial);03/04/2024;404;Banco do Brasil;5551;Abril de 2024;36;360,83;Não;Não
132331;Empréstimo Consignado (Especial);02/08/2024;404;Banco do Brasil;5551;Agosto de 2024;72;365,5;Não;Não
132330;Empréstimo Consignado (Especial);01/04/2025;404;Banco do Brasil;5551;Abril de 2025;72;826,71;Não;Não
131201;Plano Odontológico;09/05/2022;999;Dental Med Center;25341;Maio de 2022;0;38,09;Não;Sim
134166;Plano Odontológico;03/06/2022;999;Dental Med Center;25341;Junho de 2022;0;38,09;Não;Sim
135105;Plano Odontológico;07/07/2022;999;Dental Med Center;25341;Julho de 2022;0;38,09;Não;Sim
131611;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;1541;Fevereiro de 2022;0;1905,74;Não;Não
132123;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1541;Maio de 2022;0;42,8;Não;Sim
133002;Empréstimo Consignado (120);13/05/2022;424;Banco Bradesco;1541;Junho de 2022;96;1905,74;Sim;Não
133802;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1541;Junho de 2022;0;57,03;Não;Sim
134757;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1541;Julho de 2022;0;57,03;Não;Sim
134233;Empréstimo Consignado (120);06/05/2024;424;Banco Bradesco;1541;Maio de 2024;120;2305,25;Sim;Não
131372;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7281;Fevereiro de 2022;0;377,42;Não;Não
133003;Empréstimo Consignado (120);28/06/2022;424;Banco Bradesco;7281;Julho de 2022;96;377,42;Sim;Não
131782;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;41702;Fevereiro de 2022;0;551,2;Não;Não
133271;Empréstimo Consignado (120);02/02/2024;424;Banco Bradesco;41702;Fevereiro de 2024;24;139,47;Não;Não
133250;Empréstimo Consignado (120);07/02/2025;424;Banco Bradesco;41702;Fevereiro de 2025;50;551,2;Não;Não
131709;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;7221;Fevereiro de 2022;0;541,21;Não;Não
131993;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7221;Maio de 2022;0;39,58;Não;Sim
133930;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7221;Junho de 2022;0;52,73;Não;Sim
134993;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7221;Julho de 2022;0;52,73;Não;Sim
132294;Empréstimo Consignado (Especial);05/06/2024;404;Banco do Brasil;7221;Junho de 2024;52;541,21;Não;Não
131618;Mensalidade;09/05/2022;411;Sindicato dos Trabalhadores em Saúde do RN;6571;Maio de 2022;0;15,5;Não;Sim
134026;Mensalidade;03/06/2022;411;Sindicato dos Trabalhadores em Saúde do RN;6571;Junho de 2022;0;15,5;Não;Sim
134955;Mensalidade;07/07/2022;411;Sindicato dos Trabalhadores em Saúde do RN;6571;Julho de 2022;0;15,5;Não;Sim
131164;Plano Odontológico;09/05/2022;999;Dental Med Center;160711;Maio de 2022;0;114,9;Não;Sim
134202;Plano Odontológico;03/06/2022;999;Dental Med Center;160711;Junho de 2022;0;114,9;Não;Sim
135144;Plano Odontológico;07/07/2022;999;Dental Med Center;160711;Julho de 2022;0;114,9;Não;Sim
131212;Plano Odontológico;09/05/2022;999;Dental Med Center;14231;Maio de 2022;0;34,9;Não;Sim
134155;Plano Odontológico;03/06/2022;999;Dental Med Center;14231;Junho de 2022;0;34,9;Não;Sim
135093;Plano Odontológico;07/07/2022;999;Dental Med Center;14231;Julho de 2022;0;34,9;Não;Sim
131781;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;42782;Fevereiro de 2022;0;332,55;Não;Não
133004;Empréstimo Consignado (120);31/10/2024;424;Banco Bradesco;42782;Novembro de 2024;43;332,55;Não;Não
131836;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;15151;Fevereiro de 2022;0;425,09;Não;Não
131211;Plano Odontológico;09/05/2022;999;Dental Med Center;15151;Maio de 2022;0;150;Não;Sim
134156;Plano Odontológico;03/06/2022;999;Dental Med Center;15151;Junho de 2022;0;150;Não;Sim
135094;Plano Odontológico;07/07/2022;999;Dental Med Center;15151;Julho de 2022;0;150;Não;Sim
133005;Empréstimo Consignado (120);06/09/2023;424;Banco Bradesco;15151;Setembro de 2023;96;425,09;Sim;Não
131893;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5261;Fevereiro de 2022;0;1021,32;Não;Não
132049;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5261;Maio de 2022;0;41,16;Não;Sim
133874;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5261;Junho de 2022;0;57,03;Não;Sim
134875;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5261;Julho de 2022;0;57,03;Não;Sim
131398;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;6791;Fevereiro de 2022;0;149,97;Não;Não
133249;Empréstimo Consignado (120);01/10/2022;424;Banco Bradesco;6791;Outubro de 2022;12;149,97;Não;Não
133269;Empréstimo Consignado (120);05/02/2024;424;Banco Bradesco;6791;Fevereiro de 2024;50;230,79;Sim;Não
135703;Empréstimo Consignado (120);05/02/2024;424;Banco Bradesco;6791;Fevereiro de 2024;18;213,75;Sim;Não
131320;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9171;Fevereiro de 2022;0;503,17;Não;Não
131220;Plano Odontológico;09/05/2022;999;Dental Med Center;9171;Maio de 2022;0;30,22;Não;Sim
134147;Plano Odontológico;03/06/2022;999;Dental Med Center;9171;Junho de 2022;0;30,22;Não;Sim
133006;Empréstimo Consignado (120);17/06/2022;424;Banco Bradesco;9171;Junho de 2022;96;503,17;Não;Não
135059;Plano Odontológico;07/07/2022;999;Dental Med Center;9171;Julho de 2022;0;30,22;Não;Sim
135285;Empréstimo Consignado (120);25/07/2022;424;Banco Bradesco;9171;Agosto de 2022;93;547,9;Sim;Não
135268;Empréstimo Consignado (120);21/09/2023;424;Banco Bradesco;14853;Outubro de 2023;120;1009,58;Sim;Não
135234;Empréstimo Consignado (144);14/11/2023;427;Caixa Econômica Federal;202491;Dezembro de 2023;144;968,22;Sim;Não
135773;Empréstimo Consignado (120);08/05/2024;424;Banco Bradesco;202491;Maio de 2024;60;148,97;Sim;Não
135750;Empréstimo Consignado (144);24/07/2024;427;Caixa Econômica Federal;202491;Agosto de 2024;127;880,84;Sim;Não
135924;Empréstimo Consignado (120);29/07/2024;424;Banco Bradesco;202491;Agosto de 2024;63;211,02;Sim;Não
131313;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9541;Fevereiro de 2022;0;365,93;Não;Não
131312;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9541;Fevereiro de 2022;0;80,02;Não;Não
131639;Plano Odontológico;09/05/2022;405;PREVDENTE;9541;Maio de 2022;0;26;Não;Sim
133188;Empréstimo Consignado (120);02/01/2024;424;Banco Bradesco;9541;Janeiro de 2024;24;80,02;Não;Não
135694;Empréstimo Consignado (120);01/03/2024;424;Banco Bradesco;9541;Março de 2024;6;182,12;Não;Não
135839;Empréstimo Consignado (120);03/10/2024;424;Banco Bradesco;9541;Outubro de 2024;6;187,56;Não;Não
131750;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;94232;Fevereiro de 2022;0;149,85;Não;Não
131749;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;94232;Fevereiro de 2022;0;378,96;Não;Não
131173;Plano Odontológico;09/05/2022;999;Dental Med Center;94232;Maio de 2022;0;110;Não;Sim
134194;Plano Odontológico;03/06/2022;999;Dental Med Center;94232;Junho de 2022;0;134,9;Não;Sim
135134;Plano Odontológico;07/07/2022;999;Dental Med Center;94232;Julho de 2022;0;179,8;Não;Sim
133008;Empréstimo Consignado (120);02/12/2024;424;Banco Bradesco;94232;Dezembro de 2024;45;378,96;Não;Não
133189;Empréstimo Consignado (120);02/12/2024;424;Banco Bradesco;94232;Dezembro de 2024;44;149,85;Não;Não
131899;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4941;Fevereiro de 2022;0;457,16;Não;Não
131943;Mensalidade;09/05/2022;403;Sindicato dos Guardas Municipais do Estado do RN;4941;Maio de 2022;0;24,24;Não;Sim
134002;Mensalidade;03/06/2022;403;Sindicato dos Guardas Municipais do Estado do RN;4941;Junho de 2022;0;24,24;Não;Sim
134853;Mensalidade;07/07/2022;403;Sindicato dos Guardas Municipais do Estado do RN;4941;Julho de 2022;0;24,24;Não;Sim
131755;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;84272;Fevereiro de 2022;0;323,85;Não;Não
133254;Empréstimo Consignado (120);03/04/2024;424;Banco Bradesco;84272;Abril de 2024;48;323,85;Não;Não
132846;Empréstimo Consignado (120);03/01/2025;424;Banco Bradesco;84272;Janeiro de 2025;35;64,12;Não;Não
136159;Empréstimo Consignado (120);11/02/2025;424;Banco Bradesco;84272;Fevereiro de 2025;0;64,12;Não;Não
131690;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;8431;Fevereiro de 2022;0;578,82;Não;Não
131334;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8431;Fevereiro de 2022;0;43,54;Não;Não
131335;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;8431;Fevereiro de 2022;0;900,08;Não;Não
131645;Plano Odontológico;09/05/2022;405;PREVDENTE;8431;Maio de 2022;0;34;Não;Sim
132329;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;8431;Junho de 2022;72;578,82;Não;Não
135035;Plano Odontológico;07/07/2022;405;PREVDENTE;8431;Julho de 2022;0;34;Não;Sim
131223;Plano Odontológico;09/05/2022;999;Dental Med Center;8951;Maio de 2022;0;31,01;Não;Sim
131969;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;8951;Maio de 2022;0;38,05;Não;Sim
134144;Plano Odontológico;03/06/2022;999;Dental Med Center;8951;Junho de 2022;0;31,01;Não;Sim
135050;Plano Odontológico;07/07/2022;999;Dental Med Center;8951;Julho de 2022;0;31,01;Não;Sim
131637;Plano Odontológico;09/05/2022;405;PREVDENTE;24371;Maio de 2022;0;34;Não;Sim
135103;Plano Odontológico;07/07/2022;405;PREVDENTE;24371;Julho de 2022;0;34;Não;Sim
131345;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;7931;Fevereiro de 2022;0;392,47;Não;Não
133356;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7931;Maio de 2022;0;48,75;Não;Sim
133948;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7931;Junho de 2022;0;48,75;Não;Sim
135025;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;7931;Julho de 2022;0;48,75;Não;Sim
135372;Empréstimo Consignado (120);26/01/2023;424;Banco Bradesco;7931;Fevereiro de 2023;120;423,04;Não;Não
131902;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4531;Fevereiro de 2022;0;52,02;Não;Não
131903;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;4531;Fevereiro de 2022;0;524,34;Não;Não
132067;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4531;Maio de 2022;0;12,12;Não;Sim
133856;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4531;Junho de 2022;0;12,12;Não;Sim
134835;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;4531;Julho de 2022;0;12,12;Não;Sim
131734;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;155471;Fevereiro de 2022;0;331,48;Não;Não
133010;Empréstimo Consignado (120);28/02/2023;424;Banco Bradesco;155471;Março de 2023;36;331,48;Não;Não
131214;Plano Odontológico;09/05/2022;999;Dental Med Center;11992;Maio de 2022;0;38,09;Não;Sim
134153;Plano Odontológico;03/06/2022;999;Dental Med Center;11992;Junho de 2022;0;38,09;Não;Sim
135091;Plano Odontológico;07/07/2022;999;Dental Med Center;11992;Julho de 2022;0;38,09;Não;Sim
133359;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;177871;Maio de 2022;0;33,39;Não;Sim
133981;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;177871;Junho de 2022;0;33,39;Não;Sim
135147;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;177871;Julho de 2022;0;33,39;Não;Sim
131486;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5031;Fevereiro de 2022;0;1382,3;Não;Não
131254;Plano Odontológico;09/05/2022;999;Dental Med Center;5031;Maio de 2022;0;70,04;Não;Sim
132057;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5031;Maio de 2022;0;34,24;Não;Sim
134114;Plano Odontológico;03/06/2022;999;Dental Med Center;5031;Junho de 2022;0;70,04;Não;Sim
133866;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5031;Junho de 2022;0;45,63;Não;Sim
134857;Plano Odontológico;07/07/2022;999;Dental Med Center;5031;Julho de 2022;0;70,04;Não;Sim
134856;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;5031;Julho de 2022;0;45,63;Não;Sim
133011;Empréstimo Consignado (120);07/08/2023;424;Banco Bradesco;5031;Agosto de 2023;96;1382,3;Sim;Não
135197;Empréstimo Consignado (120);07/08/2023;424;Banco Bradesco;5031;Agosto de 2023;96;90,74;Sim;Não
135669;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;5031;Abril de 2025;120;1477,66;Sim;Não
135573;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;5031;Abril de 2025;120;45,51;Sim;Não
135929;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;5031;Abril de 2025;120;130,09;Sim;Não
135326;Empréstimo Consignado (120);11/04/2025;424;Banco Bradesco;5031;Abril de 2025;120;108,59;Sim;Não
131677;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;9401;Fevereiro de 2022;0;225,13;Não;Não
131314;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;9401;Fevereiro de 2022;0;146,3;Não;Não
131217;Plano Odontológico;09/05/2022;999;Dental Med Center;9401;Maio de 2022;0;22,55;Não;Sim
133318;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;9401;Junho de 2022;0;225,13;Não;Não
134150;Plano Odontológico;03/06/2022;999;Dental Med Center;9401;Junho de 2022;0;22,55;Não;Sim
134290;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;9401;Junho de 2022;96;225,13;Não;Não
135068;Plano Odontológico;07/07/2022;999;Dental Med Center;9401;Julho de 2022;0;22,55;Não;Sim
131894;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;5191;Fevereiro de 2022;0;581,2;Não;Não
133311;Empréstimo Consignado (Especial);26/05/2022;404;Banco do Brasil;5191;Junho de 2022;0;581,2;Não;Não
134283;Empréstimo Consignado (Especial);16/06/2022;404;Banco do Brasil;5191;Junho de 2022;91;581,2;Não;Não
131478;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5161;Fevereiro de 2022;0;773,64;Não;Não
131477;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5161;Fevereiro de 2022;0;90,42;Não;Não
131476;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;5161;Fevereiro de 2022;0;50;Não;Não
134342;Empréstimo Consignado (120);02/06/2022;424;Banco Bradesco;5161;Junho de 2022;120;225,15;Sim;Não
133013;Empréstimo Consignado (120);02/06/2022;424;Banco Bradesco;5161;Junho de 2022;96;50;Sim;Não
133190;Empréstimo Consignado (120);02/06/2022;424;Banco Bradesco;5161;Junho de 2022;96;90,42;Sim;Não
134343;Empréstimo Consignado (120);26/05/2023;424;Banco Bradesco;5161;Junho de 2023;120;225,15;Sim;Não
133241;Empréstimo Consignado (120);23/08/2023;424;Banco Bradesco;5161;Setembro de 2023;96;773,64;Sim;Não
135685;Empréstimo Consignado (120);24/07/2024;424;Banco Bradesco;5161;Agosto de 2024;96;804,76;Sim;Não
135584;Empréstimo Consignado (120);24/07/2024;424;Banco Bradesco;5161;Agosto de 2024;120;282,32;Sim;Não
134249;Empréstimo Consignado (120);07/03/2024;424;Banco Bradesco;196901;Março de 2024;120;1151,6;Sim;Não
135858;Empréstimo Consignado (120);11/02/2025;424;Banco Bradesco;196901;Fevereiro de 2025;120;1169,37;Sim;Não
131927;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;2161;Fevereiro de 2022;0;506,51;Não;Não
131268;Plano Odontológico;09/05/2022;999;Dental Med Center;2161;Maio de 2022;0;30;Não;Sim
134103;Plano Odontológico;03/06/2022;999;Dental Med Center;2161;Junho de 2022;0;30;Não;Sim
134772;Plano Odontológico;07/07/2022;999;Dental Med Center;2161;Julho de 2022;0;30;Não;Sim
131933;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;1941;Fevereiro de 2022;0;467,87;Não;Não
131932;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;1941;Fevereiro de 2022;0;1623,65;Não;Não
132114;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1941;Maio de 2022;0;42,8;Não;Sim
133811;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1941;Junho de 2022;0;57,03;Não;Sim
134769;Mensalidade;07/07/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;1941;Julho de 2022;0;57,03;Não;Sim
132318;Empréstimo Consignado (Especial);08/03/2024;404;Banco do Brasil;1941;Março de 2024;72;467,87;Não;Não
135866;Empréstimo Consignado (120);18/03/2024;424;Banco Bradesco;1941;Abril de 2024;41;451,39;Sim;Não
132243;Empréstimo Consignado (Especial);20/12/2024;404;Banco do Brasil;1941;Janeiro de 2025;72;1623,65;Não;Não
131527;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4011;Fevereiro de 2022;0;35,74;Não;Não
131529;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4011;Fevereiro de 2022;0;119,69;Não;Não
131528;Empréstimo Consignado (120);16/02/2022;424;Banco Bradesco;4011;Fevereiro de 2022;0;306,45;Não;Não
131259;Plano Odontológico;09/05/2022;999;Dental Med Center;4011;Maio de 2022;0;71,18;Não;Sim
131912;Empréstimo Consignado (Especial);14/02/2022;404;Banco do Brasil;3821;Fevereiro de 2022;0;231,67;Não;Não
132082;Mensalidade;09/05/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3821;Maio de 2022;0;12,12;Não;Sim
133842;Mensalidade;03/06/2022;402;Sindicato dos Trabalhadores em Educação Pública do RN;3821;Junho de 2022;0;12,12;Não;Sim
